"Code","Gene","Header","Species","Taxonomy","Classification"
"Spist","HOX","Spist_A0A2B4S7Z2_Homeobox_protein_CHOX_7","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Atene","HOX","Atene_A0A6P8HU48_Homeobox_expressed_in_ES_cells_1_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Ediap","HOX","Ediap_A0A913XI29_Homeobox_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Nvect","HOX","Nvect_A7RNQ9_Homeobox_domain_containing_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Aauri","HOX","Aauri_25396","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","HOX","Rescu_15204","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Aauri","HOX","Aauri_2446","Aurelia aurita","Cnidaria","Non_Bilateria"
"Chemi","HOX","Chemi_A0A7M5VHB2_Homeobox_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Spist","HOX","Spist_A0A2B4SXU9_Homeobox_protein_Hox_B5","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Atene","HOX","Atene_A0A6P8IQQ5_Homeobox_protein_Hox_B5a_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Chemi","HOX","Chemi_A0A7M5XJS3_Homeobox_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Atene","HOX","Atene_A0A6P8IK29_Homeobox_protein_unc_4_homolog_isoform_X1","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Aauri","HOX","Aauri_10610","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","HOX","Rescu_7038","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Spist","HOX","Spist_A0A2B4SET8_Homeobox_protein_Hox_A5","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Atene","HOX","Atene_A0A6P8HH35_Homeobox_protein_Hox_B4_like_isoform_X1","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Mviru","HOX","Mviru_7175","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Mviru","HOX","Mviru_23435","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Chemi","HOX","Chemi_A0A7M6DKT6_Homeobox_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Hechi","HOX","Hechi_3514","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Aauri","HOX","Aauri_2445","Aurelia aurita","Cnidaria","Non_Bilateria"
"Aauri","HOX","Aauri_12341","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","HOX","Rescu_8940","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Mviru","HOX","Mviru_23645","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Nvect","HOX","Nvect_A7RS10_Homeobox_domain_containing_protein","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Nvect","HOX","Nvect_A7RGM9_Homeobox_domain_containing_protein","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Pdami","HOX","Pdami_A0A3M6U052_Homeobox_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","HOX","Spist_A0A2B4SWC6_Homeobox_protein_Hox_A3a","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Ediap","HOX","Ediap_A0A913X3Z1_Homeobox_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","HOX","Atene_A0A6P8I6R1_Homeobox_protein_Hox_A5_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Aauri","HOX","Aauri_25593","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","HOX","Rescu_5376","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Mviru","HOX","Mviru_8715","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Nvect","HOX","Nvect_A7SR26_Homeobox_domain_containing_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Atene","HOX","Atene_A0A6P8ICE4_Homeobox_protein_Hox_D8_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Spist","HOX","Spist_A0A2B4SV66_Homeobox_protein_MOX_1","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Pdami","HOX","Pdami_A0A3M6UKA3_Homeobox_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","HOX","Spist_A0A2B4SVE1_Homeobox_protein_MOX_2","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Aauri","HOX","Aauri_9591","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","HOX","Rescu_15206","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Nvect","HOX","Nvect_A7RS07_Homeobox_domain_containing_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","HOX","Ediap_A0A913YC87_Homeobox_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Ediap","HOX","Ediap_A0A913YC76_Homeobox_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","HOX","Atene_A0A6P8IUM0_Homeobox_protein_Hox_D8_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","HOX","Pdami_A0A3M6TZV3_Homeobox_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","HOX","Spist_A0A2B4SXU5_Homeobox_protein_Hox_B3a","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Nvect","HOX","Nvect_A7S277_Homeobox_domain_containing_protein","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Pdami","HOX","Pdami_A0A3M6TLW6_Homeobox_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","HOX","Spist_A0A2B4SWK3_Homeobox_protein_Hox_A3a","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Atene","HOX","Atene_A0A6P8H6E2_Homeobox_protein_ceh_13_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Ediap","HOX","Ediap_A0A913X088_Homeobox_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Nvect","HOX","Nvect_A7S274_Homeobox_domain_containing_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Pdami","HOX","Pdami_A0A3M6TM10_Homeobox_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","HOX","Spist_A0A2B4SXD6_Homeobox_protein_Hox_B4","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Ediap","HOX","Ediap_A0A913X4C1_Homeobox_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","HOX","Atene_A0A6P8IPC3_Homeobox_protein_Hox_A5_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Atene","HOX","Atene_A0A6P8INX8_Homeobox_protein_Hox_A2_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Nvect","HOX","Nvect_A7S272_Homeobox_domain_containing_protein","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Nvect","HOX","Nvect_A7RRW6_Homeobox_domain_containing_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Pdami","HOX","Pdami_A0A3M6TLU5_Homeobox_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","HOX","Spist_A0A2B4SXG7_Homeobox_protein_Hox_C6","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Pdami","HOX","Pdami_A0A3M6TM18_Homeobox_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","HOX","Spist_A0A2B4SVN5_Homeobox_protein_Hox_B4","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Atene","HOX","Atene_A0A6P8IPF4_Homeobox_protein_Hox_D3_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Ediap","HOX","Ediap_A0A913X462_Homeobox_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Ediap","HOX","Ediap_A0A913WR48_Homeobox_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","HOX","Atene_A0A6P8HJC0_Homeobox_protein_Hox_D9a_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Nvect","HOX","Nvect_A7SHE5_Homeobox_domain_containing_protein","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Nvect","HOX","Nvect_A7SCX0_Homeobox_domain_containing_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","HOX","Ediap_A0A913X0J6_Homeobox_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","HOX","Atene_A0A6P8IT89_Homeobox_protein_Hox_B4_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","HOX","Pdami_A0A3M6UQK4_Homeobox_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","HOX","Spist_A0A2B4S6W0_Homeobox_protein_not2","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Mviru","HOX","Mviru_1716","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Aauri","HOX","Aauri_1855","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","HOX","Rescu_2294","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Chemi","HOX","Chemi_A0A7M5XGZ0_Homeobox_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Nvect","HOX","Nvect_A7S1J1_Homeobox_domain_containing_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Atene","HOX","Atene_A0A6P8IBF4_Homeobox_protein_unplugged_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Ediap","HOX","Ediap_A0A913YBV2_Homeobox_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Pdami","HOX","Pdami_A0A3M6TM06_Homeobox_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","HOX","Spist_A0A2B4S8Q6_Homeobox_protein_GBX_1","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Pdami","HOX","Pdami_A0A3M6TXZ4_Homeobox_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Atene","HOX","Atene_A0A6P8I756_Retinal_homeobox_protein_Rx2_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Atene","ZF","Atene_A0A6P8J1Q3_Retinal_homeobox_protein_Rx1_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Rescu","ZF","Rescu_14037","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Pdami","ZF","Pdami_A0A3M6UYX2_Homeobox_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Aauri","SINE","Aauri_24166","Aurelia aurita","Cnidaria","Non_Bilateria"
"Aauri","SINE","Aauri_24167","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","SINE","Rescu_10077","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Chemi","SINE","Chemi_A0A7M5X654_Homeobox_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Hechi","SINE","Hechi_10618","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Spist","SINE","Spist_A0A2B4SRQ9_Homeobox_protein_SIX2","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Nvect","SINE","Nvect_A7S425_Homeobox_domain_containing_protein","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","SINE","Ediap_A0A913XRS2_Homeobox_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","SINE","Atene_A0A6P8JBE0_Homeobox_protein_six1_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Atene","SINE","Atene_A0A6P8H516_Homeobox_protein_six1a_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Aauri","SINE","Aauri_30149","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","SINE","Rescu_9646","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Mviru","SINE","Mviru_14736","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Mviru","SINE","Mviru_14738","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Hmagn","SINE","Hmagn_28544","Hydra magnipapillata","Cnidaria","Non_Bilateria"
"Hechi","SINE","Hechi_17922","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Chemi","SINE","Chemi_A0A7M5WWR8_Homeobox_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Nvect","SINE","Nvect_A7ST96_Homeobox_domain_containing_protein","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","SINE","Ediap_A0A913Y9T5_Homeobox_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","SINE","Atene_A0A6P8H4Z0_Homeobox_protein_SIX6_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","SINE","Pdami_A0A3M6TZ59_Homeobox_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","SINE","Spist_A0A2B4S9U6_Homeobox_protein_SIX6","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Aauri","SINE","Aauri_24085","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","SINE","Rescu_14420","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Mviru","SINE","Mviru_27724","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Hmagn","SINE","Hmagn_2131","Hydra magnipapillata","Cnidaria","Non_Bilateria"
"Hechi","SINE","Hechi_21909","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Chemi","SINE","Chemi_A0A7M5XGK4_Homeobox_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Chemi","SINE","Chemi_A0A7M5X2U0_Homeobox_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Nvect","SINE","Nvect_A7SZ27_Homeobox_domain_containing_protein","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Nvect","SINE","Nvect_A7SS98_Homeobox_domain_containing_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","SINE","Ediap_A0A913YAQ6_Homeobox_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","SINE","Atene_A0A6P8HDG6_Homeobox_protein_SIX1_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","SINE","Pdami_A0A3M6TZF7_Homeobox_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","SINE","Spist_A0A2B4S779_Homeobox_protein_SIX4","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Aauri","SINE","Aauri_26321","Aurelia aurita","Cnidaria","Non_Bilateria"
"Mviru","SINE","Mviru_10009","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Chemi","SINE","Chemi_A0A7M5XMS6_Homeobox_protein_SIX1_N_terminal_SD_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Hechi","SINE","Hechi_13510","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Nvect","SINE","Nvect_A7S005_Homeobox_domain_containing_protein","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","SINE","Ediap_A0A913XYF9_Homeobox_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","SINE","Atene_A0A6P8IZ16_Homeobox_protein_SIX6_like_isoform_X1","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","SINE","Pdami_A0A3M6TZT1_Homeobox_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","SINE","Spist_A0A2B4S872_Homeobox_protein_six1b","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Aauri","SINE","Aauri_21526","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","SINE","Rescu_9339","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Mviru","SINE","Mviru_7918","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Chemi","SINE","Chemi_A0A7M5XJX6_Homeobox_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Chemi","SINE","Chemi_A0A7M5XND3_Homeobox_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Hechi","SINE","Hechi_14019","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Hechi","SINE","Hechi_27695","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Nvect","SINE","Nvect_A7SPN4_Homeobox_domain_containing_protein","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","SINE","Ediap_A0A913XYF5_Homeobox_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","SINE","Atene_A0A6P8J4H6_Homeobox_protein_six1_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","SINE","Pdami_A0A3M6TZG4_Homeobox_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","SINE","Spist_A0A2B4S3F1_Homeobox_protein_six1b","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Ediap","HNF","Ediap_A0A913X6I1_Hepatocyte_nuclear_factor_1_alpha","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","HNF","Atene_A0A6P8H8F0_Hepatocyte_nuclear_factor_1_alpha_B_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Mviru","HNF","Mviru_19043","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Aauri","CUT","Aauri_19979","Aurelia aurita","Cnidaria","Non_Bilateria"
"Ediap","CUT","Ediap_A0A913XBX2_Homeobox_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","CUT","Atene_A0A6P8IY72_Sorting_nexin_lst_4_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Spist","CUT","Spist_A0A2B4S7V0_One_cut_domain_family_member","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Nvect","CUT","Nvect_A7RU16_One_cut_domain_family_member","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Atene","CUT","Atene_A0A6P8IT03_One_cut_domain_family_member","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","CUT","Pdami_A0A3M6UE11_One_cut_domain_family_member","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","CUT","Spist_A0A2B4RVY6_One_cut_domain_family_member","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Chemi","CUT","Chemi_A0A7M6DP88_One_cut_domain_family_member","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Ediap","CUT","Ediap_A0A913YR54_Homeobox_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Nvect","CUT","Nvect_A7SHT3_One_cut_domain_family_member","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Mviru","CUT","Mviru_25750","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Pbach","LIM","Pbach_27145","Pleurobrachia bachei ","Ctenophora","Non_Bilateria"
"Mleid","LIM","Mleid_10326","Mnemiopsis leidyi","Ctenophora","Non_Bilateria"
"Hcali","LIM","Hcali_17433","Hormiphora californensis","Ctenophora","Non_Bilateria"
"Pbach","LIM","Pbach_19570","Pleurobrachia bachei ","Ctenophora","Non_Bilateria"
"Bmicr","LIM","Bmicr_11024","Bolinopsis microptera","Ctenophora","Non_Bilateria"
"Mleid","LIM","Mleid_6455","Mnemiopsis leidyi","Ctenophora","Non_Bilateria"
"Pbach","LIM","Pbach_18534","Pleurobrachia bachei ","Ctenophora","Non_Bilateria"
"Hcali","LIM","Hcali_2590","Hormiphora californensis","Ctenophora","Non_Bilateria"
"Pbach","LIM","Pbach_21585","Pleurobrachia bachei ","Ctenophora","Non_Bilateria"
"Hcali","LIM","Hcali_2591","Hormiphora californensis","Ctenophora","Non_Bilateria"
"Babys","LIM","Babys_22157","Beroe abyssicola","Ctenophora","Non_Bilateria"
"Bmicr","LIM","Bmicr_9910","Bolinopsis microptera","Ctenophora","Non_Bilateria"
"Mleid","LIM","Mleid_5400","Mnemiopsis leidyi","Ctenophora","Non_Bilateria"
"Hcali","CERS","Hcali_16797","Hormiphora californensis","Ctenophora","Non_Bilateria"
"Pbach","CERS","Pbach_14261","Pleurobrachia bachei ","Ctenophora","Non_Bilateria"
"Pfalc","CERS","Pfalc_32252","Pukia falcata","Ctenophora","Non_Bilateria"
"Pfalc","CERS","Pfalc_32260","Pukia falcata","Ctenophora","Non_Bilateria"
"Pfalc","CERS","Pfalc_32255","Pukia falcata","Ctenophora","Non_Bilateria"
"Pfalc","CERS","Pfalc_32265","Pukia falcata","Ctenophora","Non_Bilateria"
"Pfalc","CERS","Pfalc_32261","Pukia falcata","Ctenophora","Non_Bilateria"
"Pfalc","CERS","Pfalc_32258","Pukia falcata","Ctenophora","Non_Bilateria"
"Pfalc","CERS","Pfalc_32262","Pukia falcata","Ctenophora","Non_Bilateria"
"Babys","CERS","Babys_8614","Beroe abyssicola","Ctenophora","Non_Bilateria"
"Babys","CERS","Babys_8615","Beroe abyssicola","Ctenophora","Non_Bilateria"
"Bmicr","CERS","Bmicr_4968","Bolinopsis microptera","Ctenophora","Non_Bilateria"
"Bmicr","CERS","Bmicr_4969","Bolinopsis microptera","Ctenophora","Non_Bilateria"
"Hcali","POU","Hcali_5009","Hormiphora californensis","Ctenophora","Non_Bilateria"
"Pbach","POU","Pbach_1390","Pleurobrachia bachei ","Ctenophora","Non_Bilateria"
"Mleid","POU","Mleid_13450","Mnemiopsis leidyi","Ctenophora","Non_Bilateria"
"Babys","POU","Babys_11556","Beroe abyssicola","Ctenophora","Non_Bilateria"
"Babys","POU","Babys_11557","Beroe abyssicola","Ctenophora","Non_Bilateria"
"Hcali","POU","Hcali_14194","Hormiphora californensis","Ctenophora","Non_Bilateria"
"Pbach","POU","Pbach_10579","Pleurobrachia bachei ","Ctenophora","Non_Bilateria"
"Pfalc","POU","Pfalc_13548","Pukia falcata","Ctenophora","Non_Bilateria"
"Bmicr","POU","Bmicr_8398","Bolinopsis microptera","Ctenophora","Non_Bilateria"
"Mleid","POU","Mleid_12279","Mnemiopsis leidyi","Ctenophora","Non_Bilateria"
"Hcali","POU","Hcali_5359","Hormiphora californensis","Ctenophora","Non_Bilateria"
"Pfalc","POU","Pfalc_7838","Pukia falcata","Ctenophora","Non_Bilateria"
"Pfalc","POU","Pfalc_7839","Pukia falcata","Ctenophora","Non_Bilateria"
"Babys","POU","Babys_20185","Beroe abyssicola","Ctenophora","Non_Bilateria"
"Mleid","POU","Mleid_6075","Mnemiopsis leidyi","Ctenophora","Non_Bilateria"
"Hcali","SOX","Hcali_10099","Hormiphora californensis","Ctenophora","Non_Bilateria"
"Babys","SOX","Babys_6676","Beroe abyssicola","Ctenophora","Non_Bilateria"
"Babys","SOX","Babys_6678","Beroe abyssicola","Ctenophora","Non_Bilateria"
"Bmicr","SOX","Bmicr_11399","Bolinopsis microptera","Ctenophora","Non_Bilateria"
"Mleid","SOX","Mleid_4900","Mnemiopsis leidyi","Ctenophora","Non_Bilateria"
"Bmicr","SOX","Bmicr_6426","Bolinopsis microptera","Ctenophora","Non_Bilateria"
"Mleid","SOX","Mleid_6544","Mnemiopsis leidyi","Ctenophora","Non_Bilateria"
"Pbach","SOX","Pbach_21045","Pleurobrachia bachei ","Ctenophora","Non_Bilateria"
"Babys","SOX","Babys_20541","Beroe abyssicola","Ctenophora","Non_Bilateria"
"Mleid","SOX","Mleid_4427","Mnemiopsis leidyi","Ctenophora","Non_Bilateria"
"Hcali","SOX","Hcali_3900","Hormiphora californensis","Ctenophora","Non_Bilateria"
"Mleid","SOX","Mleid_2293","Mnemiopsis leidyi","Ctenophora","Non_Bilateria"
"Hcali","SOX","Hcali_8768","Hormiphora californensis","Ctenophora","Non_Bilateria"
"Pfalc","SOX","Pfalc_28571","Pukia falcata","Ctenophora","Non_Bilateria"
"Pfalc","SOX","Pfalc_28572","Pukia falcata","Ctenophora","Non_Bilateria"
"Babys","SOX","Babys_21650","Beroe abyssicola","Ctenophora","Non_Bilateria"
"Bmicr","SOX","Bmicr_4996","Bolinopsis microptera","Ctenophora","Non_Bilateria"
"Mleid","SOX","Mleid_13714","Mnemiopsis leidyi","Ctenophora","Non_Bilateria"
"Hcali","SOX","Hcali_15123","Hormiphora californensis","Ctenophora","Non_Bilateria"
"Pbach","SOX","Pbach_23395","Pleurobrachia bachei ","Ctenophora","Non_Bilateria"
"Bmicr","SOX","Bmicr_8776","Bolinopsis microptera","Ctenophora","Non_Bilateria"
"Mleid","SOX","Mleid_13763","Mnemiopsis leidyi","Ctenophora","Non_Bilateria"
"Babys","SOX","Babys_22259","Beroe abyssicola","Ctenophora","Non_Bilateria"
